Time	Node	Signal	Value	
20	monitor7	EntriesSatisfiedBefore	1428
20	monitor7	MaliciousRequestedMulti	879
20	45	PitUsage	0.0262
20	45	PitEntries	131
20	36	PitUsage	0.03
20	36	PitEntries	150
20	60	PitUsage	0
20	60	PitEntries	0
20	61	PitUsage	0.2148
20	61	PitEntries	1074
20	62	PitUsage	0.1262
20	62	PitEntries	631
20	63	PitUsage	0.1154
20	63	PitEntries	577
20	64	PitUsage	0.0816
20	64	PitEntries	408
20	65	PitUsage	0
20	65	PitEntries	0
20	66	PitUsage	0
20	66	PitEntries	0
20	67	PitUsage	0
20	67	PitEntries	0
20	68	PitUsage	0
20	68	PitEntries	0
20	69	PitUsage	0
20	69	PitEntries	0
20	34	PitUsage	0.0138
20	34	PitEntries	69
20	24	PitUsage	0.0146
20	24	PitEntries	73
20	25	PitUsage	0.028
20	25	PitEntries	140
20	23	PitUsage	0.0414
20	23	PitEntries	207
20	27	PitUsage	0.0586
20	27	PitEntries	293
20	20	PitUsage	0.0124
20	20	PitEntries	62
20	monitor2	PitUsage	0.064
20	monitor2	PitEntries	320
20	monitor2	EntriesSatisfiedBefore	2437
20	monitor2	MaliciousRequestedMulti	1945
20	22	PitUsage	0.0138
20	22	PitEntries	69
20	49	PitUsage	0.0146
20	49	PitEntries	73
20	46	PitUsage	0.0128
20	46	PitEntries	64
20	47	PitUsage	0
20	47	PitEntries	0
20	44	PitUsage	0.0142
20	44	PitEntries	71
20	42	PitUsage	0.0158
20	42	PitEntries	79
20	28	PitUsage	0.0164
20	28	PitEntries	82
20	43	PitUsage	0.0146
20	43	PitEntries	73
20	40	PitUsage	0
20	40	PitEntries	0
20	41	PitUsage	0.0152
20	41	PitEntries	76
20	1	PitUsage	0.0136
20	1	PitEntries	68
20	0	PitUsage	0.0316
20	0	PitEntries	158
20	3	PitUsage	0
20	3	PitEntries	0
20	2	PitUsage	0.0316
20	2	PitEntries	158
20	5	PitUsage	0.0154
20	5	PitEntries	77
20	4	PitUsage	0.0156
20	4	PitEntries	78
20	7	PitUsage	0.0136
20	7	PitEntries	68
20	6	PitUsage	0.0798
20	6	PitEntries	399
20	monitor3	PitUsage	0.1238
20	monitor3	PitEntries	619
20	monitor3	EntriesSatisfiedBefore	2980
20	monitor3	MaliciousRequestedMulti	2886
20	8	PitUsage	0.0386
20	8	PitEntries	193
20	26	PitUsage	0.0142
20	26	PitEntries	71
20	33	PitUsage	0.017
20	33	PitEntries	85
20	35	PitUsage	0.0144
20	35	PitEntries	72
20	13	PitUsage	0.0158
20	13	PitEntries	79
20	77	PitUsage	0.058
20	77	PitEntries	290
20	76	PitUsage	0.0974
20	76	PitEntries	487
20	75	PitUsage	0
20	75	PitEntries	0
20	12	PitUsage	0
20	12	PitEntries	0
20	73	PitUsage	0
20	73	PitEntries	0
20	72	PitUsage	0
20	72	PitEntries	0
20	71	PitUsage	0
20	71	PitEntries	0
20	70	PitUsage	0.0584
20	70	PitEntries	292
20	monitor5	PitUsage	0.0092
20	monitor5	PitEntries	46
20	monitor5	EntriesSatisfiedBefore	732
20	monitor5	MaliciousRequestedMulti	495
20	29	PitUsage	0.0166
20	29	PitEntries	83
20	78	PitUsage	0
20	78	PitEntries	0
20	11	PitUsage	0.0302
20	11	PitEntries	151
20	10	PitUsage	0
20	10	PitEntries	0
20	monitor1	PitUsage	0.1874
20	monitor1	PitEntries	937
20	monitor1	EntriesSatisfiedBefore	2991
20	monitor1	MaliciousRequestedMulti	2981
20	38	PitUsage	0.108
20	38	PitEntries	540
20	15	PitUsage	0.056
20	15	PitEntries	280
20	14	PitUsage	0.016
20	14	PitEntries	80
20	17	PitUsage	0.0284
20	17	PitEntries	142
20	16	PitUsage	0.0144
20	16	PitEntries	72
20	monitor0	PitUsage	0.1388
20	monitor0	PitEntries	694
20	monitor0	EntriesSatisfiedBefore	2989
20	monitor0	MaliciousRequestedMulti	2906
20	32	PitUsage	0
20	32	PitEntries	0
20	57	PitUsage	0
20	57	PitEntries	0
20	30	PitUsage	0.0316
20	30	PitEntries	158
20	37	PitUsage	0.014
20	37	PitEntries	70
20	50	PitUsage	0.1274
20	50	PitEntries	637
20	53	PitUsage	0
20	53	PitEntries	0
20	52	PitUsage	0.013
20	52	PitEntries	65
20	55	PitUsage	0
20	55	PitEntries	0
20	74	PitUsage	0
20	74	PitEntries	0
20	21	PitUsage	0.0136
20	21	PitEntries	68
20	18	PitUsage	0.0828
20	18	PitEntries	414
20	31	PitUsage	0.017
20	31	PitEntries	85
30	56	PitUsage	0
30	56	PitEntries	0
30	monitor6	PitUsage	0
30	monitor6	PitEntries	0
30	monitor6	EntriesSatisfiedBefore	0
30	monitor6	MaliciousRequestedMulti	0
30	monitor4	PitUsage	0.139
30	monitor4	PitEntries	695
30	monitor4	EntriesSatisfiedBefore	2851
30	monitor4	MaliciousRequestedMulti	2464
30	monitor7	PitUsage	0.0156
30	monitor7	PitEntries	78
30	monitor7	EntriesSatisfiedBefore	1877
30	monitor7	MaliciousRequestedMulti	875
30	45	PitUsage	0.0292
30	45	PitEntries	146
30	36	PitUsage	0.031
30	36	PitEntries	155
30	60	PitUsage	0
30	60	PitEntries	0
30	61	PitUsage	0.2114
30	61	PitEntries	1057
30	62	PitUsage	0.1258
30	62	PitEntries	629
30	63	PitUsage	0.1144
30	63	PitEntries	572
30	64	PitUsage	0.0856
30	64	PitEntries	428
30	65	PitUsage	0
30	65	PitEntries	0
30	66	PitUsage	0
30	66	PitEntries	0
30	67	PitUsage	0
30	67	PitEntries	0
30	68	PitUsage	0
30	68	PitEntries	0
30	69	PitUsage	0
30	69	PitEntries	0
30	34	PitUsage	0.0154
30	34	PitEntries	77
30	24	PitUsage	0.015
30	24	PitEntries	75
30	25	PitUsage	0.0296
30	25	PitEntries	148
30	23	PitUsage	0.0412
30	23	PitEntries	206
30	27	PitUsage	0.0556
30	27	PitEntries	278
30	20	PitUsage	0.0156
30	20	PitEntries	78
30	monitor2	PitUsage	0.0662
30	monitor2	PitEntries	331
30	monitor2	EntriesSatisfiedBefore	2715
30	monitor2	MaliciousRequestedMulti	1952
30	22	PitUsage	0.0136
30	22	PitEntries	68
30	49	PitUsage	0.0156
30	49	PitEntries	78
30	46	PitUsage	0.0142
30	46	PitEntries	71
30	47	PitUsage	0
30	47	PitEntries	0
30	44	PitUsage	0.0144
30	44	PitEntries	72
30	42	PitUsage	0.0166
30	42	PitEntries	83
30	28	PitUsage	0.015
30	28	PitEntries	75
30	43	PitUsage	0.0136
30	43	PitEntries	68
30	40	PitUsage	0
30	40	PitEntries	0
30	41	PitUsage	0.0142
30	41	PitEntries	71
30	1	PitUsage	0.0128
30	1	PitEntries	64
30	0	PitUsage	0.0298
30	0	PitEntries	149
30	3	PitUsage	0
30	3	PitEntries	0
30	2	PitUsage	0.0304
30	2	PitEntries	152
30	5	PitUsage	0.0148
30	5	PitEntries	74
30	4	PitUsage	0.0148
30	4	PitEntries	74
30	7	PitUsage	0.0164
30	7	PitEntries	82
30	6	PitUsage	0.0806
30	6	PitEntries	403
30	monitor3	PitUsage	0.126
30	monitor3	PitEntries	630
30	monitor3	EntriesSatisfiedBefore	2991
30	monitor3	MaliciousRequestedMulti	2882
30	8	PitUsage	0.042
30	8	PitEntries	210
30	26	PitUsage	0.0138
30	26	PitEntries	69
30	33	PitUsage	0.0144
30	33	PitEntries	72
30	35	PitUsage	0.015
30	35	PitEntries	75
30	13	PitUsage	0.016
30	13	PitEntries	80
30	77	PitUsage	0.0542
30	77	PitEntries	271
30	76	PitUsage	0.0912
30	76	PitEntries	456
30	75	PitUsage	0
30	75	PitEntries	0
30	12	PitUsage	0
30	12	PitEntries	0
30	73	PitUsage	0
30	73	PitEntries	0
30	72	PitUsage	0
30	72	PitEntries	0
30	71	PitUsage	0
30	71	PitEntries	0
30	70	PitUsage	0.058
30	70	PitEntries	290
30	monitor5	PitUsage	0.0088
30	monitor5	PitEntries	44
30	monitor5	EntriesSatisfiedBefore	865
30	monitor5	MaliciousRequestedMulti	491
30	29	PitUsage	0.015
30	29	PitEntries	75
30	78	PitUsage	0
30	78	PitEntries	0
30	11	PitUsage	0.029
30	11	PitEntries	145
30	10	PitUsage	0
30	10	PitEntries	0
30	monitor1	PitUsage	0.1834
30	monitor1	PitEntries	917
30	monitor1	EntriesSatisfiedBefore	2991
30	monitor1	MaliciousRequestedMulti	2976
30	38	PitUsage	0.1008
30	38	PitEntries	504
30	15	PitUsage	0.0526
30	15	PitEntries	263
30	14	PitUsage	0.0146
30	14	PitEntries	73
30	17	PitUsage	0.0272
30	17	PitEntries	136
30	16	PitUsage	0.0148
30	16	PitEntries	74
30	monitor0	PitUsage	0.1312
30	monitor0	PitEntries	656
30	monitor0	EntriesSatisfiedBefore	2991
30	monitor0	MaliciousRequestedMulti	2914
30	32	PitUsage	0
30	32	PitEntries	0
30	57	PitUsage	0
30	57	PitEntries	0
30	30	PitUsage	0.0298
30	30	PitEntries	149
30	37	PitUsage	0.012
30	37	PitEntries	60
30	50	PitUsage	0.1228
30	50	PitEntries	614
30	53	PitUsage	0
30	53	PitEntries	0
30	52	PitUsage	0.0128
30	52	PitEntries	64
30	55	PitUsage	0
30	55	PitEntries	0
30	74	PitUsage	0
30	74	PitEntries	0
30	21	PitUsage	0.0136
30	21	PitEntries	68
30	18	PitUsage	0.0778
30	18	PitEntries	389
30	31	PitUsage	0.0158
30	31	PitEntries	79
40	56	PitUsage	0
40	56	PitEntries	0
40	monitor6	PitUsage	0
40	monitor6	PitEntries	0
40	monitor6	EntriesSatisfiedBefore	0
40	monitor6	MaliciousRequestedMulti	0
40	monitor4	PitUsage	0.1362
40	monitor4	PitEntries	681
40	monitor4	EntriesSatisfiedBefore	2922
40	monitor4	MaliciousRequestedMulti	2481
40	monitor7	PitUsage	0.0126
40	monitor7	PitEntries	63
40	monitor7	EntriesSatisfiedBefore	2185
40	monitor7	MaliciousRequestedMulti	858
40	45	PitUsage	0.0274
40	45	PitEntries	137
40	36	PitUsage	0.028
40	36	PitEntries	140
40	60	PitUsage	0
40	60	PitEntries	0
40	61	PitUsage	0.213
40	61	PitEntries	1065
40	62	PitUsage	0.127
40	62	PitEntries	635
40	63	PitUsage	0.111
40	63	PitEntries	555
40	64	PitUsage	0.0812
40	64	PitEntries	406
40	65	PitUsage	0
40	65	PitEntries	0
40	66	PitUsage	0
40	66	PitEntries	0
40	67	PitUsage	0
40	67	PitEntries	0
40	68	PitUsage	0
40	68	PitEntries	0
40	69	PitUsage	0
40	69	PitEntries	0
40	34	PitUsage	0.0148
40	34	PitEntries	74
40	24	PitUsage	0.0148
40	24	PitEntries	74
40	25	PitUsage	0.0296
40	25	PitEntries	148
40	23	PitUsage	0.0368
40	23	PitEntries	184
40	27	PitUsage	0.0568
40	27	PitEntries	284
40	20	PitUsage	0.0134
40	20	PitEntries	67
40	monitor2	PitUsage	0.0644
40	monitor2	PitEntries	322
40	monitor2	EntriesSatisfiedBefore	2830
40	monitor2	MaliciousRequestedMulti	1933
40	22	PitUsage	0.0158
40	22	PitEntries	79
40	49	PitUsage	0.0126
40	49	PitEntries	63
40	46	PitUsage	0.0138
40	46	PitEntries	69
40	47	PitUsage	0
40	47	PitEntries	0
40	44	PitUsage	0.0142
40	44	PitEntries	71
40	42	PitUsage	0.0134
40	42	PitEntries	67
40	28	PitUsage	0.0126
40	28	PitEntries	63
40	43	PitUsage	0.012
40	43	PitEntries	60
40	40	PitUsage	0
40	40	PitEntries	0
40	41	PitUsage	0.0128
40	41	PitEntries	64
40	1	PitUsage	0.0158
40	1	PitEntries	79
40	0	PitUsage	0.0296
40	0	PitEntries	148
40	3	PitUsage	0
40	3	PitEntries	0
40	2	PitUsage	0.0264
40	2	PitEntries	132
40	5	PitUsage	0.0148
40	5	PitEntries	74
40	4	PitUsage	0.0124
40	4	PitEntries	62
40	7	PitUsage	0.0146
40	7	PitEntries	73
40	6	PitUsage	0.0824
40	6	PitEntries	412
40	monitor3	PitUsage	0.1222
40	monitor3	PitEntries	611
40	monitor3	EntriesSatisfiedBefore	2991
40	monitor3	MaliciousRequestedMulti	2879
40	8	PitUsage	0.0396
40	8	PitEntries	198
40	26	PitUsage	0.0132
40	26	PitEntries	66
40	33	PitUsage	0.0148
40	33	PitEntries	74
40	35	PitUsage	0.0148
40	35	PitEntries	74
40	13	PitUsage	0.0176
40	13	PitEntries	88
40	77	PitUsage	0.0518
40	77	PitEntries	259
40	76	PitUsage	0.0916
40	76	PitEntries	458
40	75	PitUsage	0
40	75	PitEntries	0
40	12	PitUsage	0
40	12	PitEntries	0
40	73	PitUsage	0
40	73	PitEntries	0
40	72	PitUsage	0
40	72	PitEntries	0
40	71	PitUsage	0
40	71	PitEntries	0
40	70	PitUsage	0.0612
40	70	PitEntries	306
40	monitor5	PitUsage	0.0092
40	monitor5	PitEntries	46
40	monitor5	EntriesSatisfiedBefore	924
40	monitor5	MaliciousRequestedMulti	487
40	29	PitUsage	0.0136
40	29	PitEntries	68
40	78	PitUsage	0
40	78	PitEntries	0
40	11	PitUsage	0.0252
40	11	PitEntries	126
40	10	PitUsage	0
40	10	PitEntries	0
40	monitor1	PitUsage	0.1828
40	monitor1	PitEntries	914
40	monitor1	EntriesSatisfiedBefore	2991
40	monitor1	MaliciousRequestedMulti	2976
40	38	PitUsage	0.1034
40	38	PitEntries	517
40	15	PitUsage	0.054
40	15	PitEntries	270
40	14	PitUsage	0.0158
40	14	PitEntries	79
40	17	PitUsage	0.031
40	17	PitEntries	155
40	16	PitUsage	0.0164
40	16	PitEntries	82
40	monitor0	PitUsage	0.1344
40	monitor0	PitEntries	672
40	monitor0	EntriesSatisfiedBefore	2991
40	monitor0	MaliciousRequestedMulti	2917
40	32	PitUsage	0
40	32	PitEntries	0
40	57	PitUsage	0
40	57	PitEntries	0
40	30	PitUsage	0.0292
40	30	PitEntries	146
40	37	PitUsage	0.0142
40	37	PitEntries	71
40	50	PitUsage	0.1226
40	50	PitEntries	613
40	53	PitUsage	0
40	53	PitEntries	0
40	52	PitUsage	0.0138
40	52	PitEntries	69
40	55	PitUsage	0
40	55	PitEntries	0
40	74	PitUsage	0
40	74	PitEntries	0
40	21	PitUsage	0.0156
40	21	PitEntries	78
40	18	PitUsage	0.0788
40	18	PitEntries	394
40	31	PitUsage	0.0152
40	31	PitEntries	76
50	56	PitUsage	0
50	56	PitEntries	0
50	monitor6	PitUsage	0
50	monitor6	PitEntries	0
50	monitor6	EntriesSatisfiedBefore	0
50	monitor6	MaliciousRequestedMulti	0
50	monitor4	PitUsage	0.1354
50	monitor4	PitEntries	677
50	monitor4	EntriesSatisfiedBefore	2954
50	monitor4	MaliciousRequestedMulti	2477
50	monitor7	PitUsage	0.0144
50	monitor7	PitEntries	72
50	monitor7	EntriesSatisfiedBefore	2415
50	monitor7	MaliciousRequestedMulti	866
50	45	PitUsage	0.028
50	45	PitEntries	140
50	36	PitUsage	0.027
50	36	PitEntries	135
50	60	PitUsage	0
50	60	PitEntries	0
50	61	PitUsage	0.2182
50	61	PitEntries	1091
50	62	PitUsage	0.1234
50	62	PitEntries	617
50	63	PitUsage	0.1146
50	63	PitEntries	573
50	64	PitUsage	0.0782
50	64	PitEntries	391
50	65	PitUsage	0
50	65	PitEntries	0
50	66	PitUsage	0
50	66	PitEntries	0
50	67	PitUsage	0
50	67	PitEntries	0
50	68	PitUsage	0
50	68	PitEntries	0
50	69	PitUsage	0
50	69	PitEntries	0
50	34	PitUsage	0.0142
50	34	PitEntries	71
50	24	PitUsage	0.016
50	24	PitEntries	80
50	25	PitUsage	0.0292
50	25	PitEntries	146
50	23	PitUsage	0.0418
50	23	PitEntries	209
50	27	PitUsage	0.0572
50	27	PitEntries	286
50	20	PitUsage	0.0156
50	20	PitEntries	78
50	monitor2	PitUsage	0.0718
50	monitor2	PitEntries	359
50	monitor2	EntriesSatisfiedBefore	2902
50	monitor2	MaliciousRequestedMulti	1954
50	22	PitUsage	0.012
50	22	PitEntries	60
50	49	PitUsage	0.0144
50	49	PitEntries	72
50	46	PitUsage	0.0158
50	46	PitEntries	79
50	47	PitUsage	0
50	47	PitEntries	0
50	44	PitUsage	0.015
50	44	PitEntries	75
50	42	PitUsage	0.0186
50	42	PitEntries	93
50	28	PitUsage	0.0144
50	28	PitEntries	72
50	43	PitUsage	0.0164
50	43	PitEntries	82
50	40	PitUsage	0
50	40	PitEntries	0
50	41	PitUsage	0.0148
50	41	PitEntries	74
50	1	PitUsage	0.0164
50	1	PitEntries	82
50	0	PitUsage	0.029
50	0	PitEntries	145
50	3	PitUsage	0
50	3	PitEntries	0
50	2	PitUsage	0.0268
50	2	PitEntries	134
50	5	PitUsage	0.015
50	5	PitEntries	75
50	4	PitUsage	0.0144
50	4	PitEntries	72
50	7	PitUsage	0.0128
50	7	PitEntries	64
50	6	PitUsage	0.087
50	6	PitEntries	435
50	monitor3	PitUsage	0.1264
50	monitor3	PitEntries	632
50	monitor3	EntriesSatisfiedBefore	2991
50	monitor3	MaliciousRequestedMulti	2883
50	8	PitUsage	0.043
50	8	PitEntries	215
50	26	PitUsage	0.0154
50	26	PitEntries	77
50	33	PitUsage	0.0138
50	33	PitEntries	69
50	35	PitUsage	0.0128
50	35	PitEntries	64
50	13	PitUsage	0.0162
50	13	PitEntries	81
50	77	PitUsage	0.0536
50	77	PitEntries	268
50	76	PitUsage	0.0924
50	76	PitEntries	462
50	75	PitUsage	0
50	75	PitEntries	0
50	12	PitUsage	0
50	12	PitEntries	0
50	73	PitUsage	0
50	73	PitEntries	0
50	72	PitUsage	0
50	72	PitEntries	0
50	71	PitUsage	0
50	71	PitEntries	0
50	70	PitUsage	0.0688
50	70	PitEntries	344
50	monitor5	PitUsage	0.0104
50	monitor5	PitEntries	52
50	monitor5	EntriesSatisfiedBefore	961
50	monitor5	MaliciousRequestedMulti	498
50	29	PitUsage	0.0172
50	29	PitEntries	86
50	78	PitUsage	0
50	78	PitEntries	0
50	11	PitUsage	0.0302
50	11	PitEntries	151
50	10	PitUsage	0
50	10	PitEntries	0
50	monitor1	PitUsage	0.1932
50	monitor1	PitEntries	966
50	monitor1	EntriesSatisfiedBefore	2991
50	monitor1	MaliciousRequestedMulti	2972
50	38	PitUsage	0.1032
50	38	PitEntries	516
50	15	PitUsage	0.0556
50	15	PitEntries	278
50	14	PitUsage	0.0148
50	14	PitEntries	74
50	17	PitUsage	0.0274
50	17	PitEntries	137
50	16	PitUsage	0.012
50	16	PitEntries	60
50	monitor0	PitUsage	0.1326
50	monitor0	PitEntries	663
50	monitor0	EntriesSatisfiedBefore	2991
50	monitor0	MaliciousRequestedMulti	2913
50	32	PitUsage	0
50	32	PitEntries	0
50	57	PitUsage	0
50	57	PitEntries	0
50	30	PitUsage	0.029
50	30	PitEntries	145
50	37	PitUsage	0.0136
50	37	PitEntries	68
50	50	PitUsage	0.1228
50	50	PitEntries	614
50	53	PitUsage	0
50	53	PitEntries	0
50	52	PitUsage	0.0128
50	52	PitEntries	64
50	55	PitUsage	0
50	55	PitEntries	0
50	74	PitUsage	0
50	74	PitEntries	0
50	21	PitUsage	0.012
50	21	PitEntries	60
50	18	PitUsage	0.0772
50	18	PitEntries	386
50	31	PitUsage	0.016
50	31	PitEntries	80
60	56	PitUsage	0
60	56	PitEntries	0
60	monitor6	PitUsage	0
60	monitor6	PitEntries	0
60	monitor6	EntriesSatisfiedBefore	0
60	monitor6	MaliciousRequestedMulti	0
60	monitor4	PitUsage	0.1376
60	monitor4	PitEntries	688
60	monitor4	EntriesSatisfiedBefore	2971
60	monitor4	MaliciousRequestedMulti	2494
60	monitor7	PitUsage	0.0158
60	monitor7	PitEntries	79
60	monitor7	EntriesSatisfiedBefore	2588
60	monitor7	MaliciousRequestedMulti	843
60	45	PitUsage	0.0242
60	45	PitEntries	121
60	36	PitUsage	0.0306
60	36	PitEntries	153
60	60	PitUsage	0
60	60	PitEntries	0
60	61	PitUsage	0.2212
60	61	PitEntries	1106
60	62	PitUsage	0.1302
60	62	PitEntries	651
60	63	PitUsage	0.1108
60	63	PitEntries	554
60	64	PitUsage	0.078
60	64	PitEntries	390
60	65	PitUsage	0
60	65	PitEntries	0
60	66	PitUsage	0
60	66	PitEntries	0
60	67	PitUsage	0
60	67	PitEntries	0
60	68	PitUsage	0
60	68	PitEntries	0
60	69	PitUsage	0
60	69	PitEntries	0
60	34	PitUsage	0.0166
60	34	PitEntries	83
60	24	PitUsage	0.014
60	24	PitEntries	70
60	25	PitUsage	0.0262
60	25	PitEntries	131
60	23	PitUsage	0.0416
60	23	PitEntries	208
60	27	PitUsage	0.0572
60	27	PitEntries	286
60	20	PitUsage	0.0144
60	20	PitEntries	72
60	monitor2	PitUsage	0.0644
60	monitor2	PitEntries	322
60	monitor2	EntriesSatisfiedBefore	2947
60	monitor2	MaliciousRequestedMulti	1960
60	22	PitUsage	0.0142
60	22	PitEntries	71
60	49	PitUsage	0.0158
60	49	PitEntries	79
60	46	PitUsage	0.0122
60	46	PitEntries	61
60	47	PitUsage	0
60	47	PitEntries	0
60	44	PitUsage	0.0152
60	44	PitEntries	76
60	42	PitUsage	0.0166
60	42	PitEntries	83
60	28	PitUsage	0.0144
60	28	PitEntries	72
60	43	PitUsage	0.0134
60	43	PitEntries	67
60	40	PitUsage	0
60	40	PitEntries	0
60	41	PitUsage	0.0146
60	41	PitEntries	73
60	1	PitUsage	0.015
60	1	PitEntries	75
60	0	PitUsage	0.0344
60	0	PitEntries	172
60	3	PitUsage	0
60	3	PitEntries	0
60	2	PitUsage	0.0306
60	2	PitEntries	153
60	5	PitUsage	0.0146
60	5	PitEntries	73
60	4	PitUsage	0.0138
60	4	PitEntries	69
60	7	PitUsage	0.0142
60	7	PitEntries	71
60	6	PitUsage	0.0826
60	6	PitEntries	413
60	monitor3	PitUsage	0.12
60	monitor3	PitEntries	600
60	monitor3	EntriesSatisfiedBefore	2991
60	monitor3	MaliciousRequestedMulti	2895
60	8	PitUsage	0.0402
60	8	PitEntries	201
60	26	PitUsage	0.0138
60	26	PitEntries	69
60	33	PitUsage	0.0158
60	33	PitEntries	79
60	35	PitUsage	0.0162
60	35	PitEntries	81
60	13	PitUsage	0.017
60	13	PitEntries	85
60	77	PitUsage	0.0598
60	77	PitEntries	299
60	76	PitUsage	0.097
60	76	PitEntries	485
60	75	PitUsage	0
60	75	PitEntries	0
60	12	PitUsage	0
60	12	PitEntries	0
